交易时间,商户名称,金额(元),类型,绝对金额(元),分类
2022-11-14 21:21:21,浴室,-2.00,消费,2.00,浴室/开水
2022-11-14 21:46:50,开水,-2.00,消费,2.00,浴室/开水
2022-11-14 20:12:17,紫竹-饺子,-8.96,消费,8.96,餐饮
2022-11-14 21:45:08,开水,-2.00,消费,2.00,浴室/开水
2022-11-15 15:26:09,补卡,-20.00,消费,20.00,补卡
2022-11-15 10:11:45,校医院,-78.06,消费,78.06,医疗
2022-11-15 19:59:43,紫竹-饺子,-14.15,消费,14.15,餐饮
2022-11-15 15:11:57,水吧-拿铁,-8.37,消费,8.37,饮品
2022-11-15 14:09:49,玉兰食堂-麻辣烫,-18.30,消费,18.30,餐饮
2022-11-16 09:57:17,售电,-20.00,消费,20.00,生活服务
2022-11-17 14:11:24,水吧-奶茶,-11.92,消费,11.92,饮品
2022-11-17 13:20:21,玉兰食堂-烤盘饭,-9.31,消费,9.31,餐饮
2022-11-18 17:12:13,紫竹-民族餐厅,-24.11,消费,24.11,餐饮
2022-11-18 12:12:45,玉兰食堂-烤盘饭,-14.52,消费,14.52,餐饮
2022-11-18 14:49:36,水吧-拿铁,-12.71,消费,12.71,饮品
2022-11-18 09:20:33,校医院,-7.73,消费,7.73,医疗
2022-11-19 13:15:13,补卡,-20.00,消费,20.00,补卡
2022-11-19 15:26:58,补卡,-20.00,消费,20.00,补卡
2022-11-20 09:07:21,售电,-20.00,消费,20.00,生活服务
2022-11-21 10:37:15,网络缴费,200.00,充值,200.00,网络缴费
2022-11-21 08:50:35,微信充值,100.00,充值,100.00,充值/转账
2022-11-21 22:30:49,浴室,-2.00,消费,2.00,浴室/开水
2022-11-21 23:00:03,开水,-2.00,消费,2.00,浴室/开水
2022-11-22 11:38:39,微信充值,100.00,充值,100.00,充值/转账
2022-11-22 20:24:10,紫竹-饺子,-21.90,消费,21.90,餐饮
2022-11-22 19:47:28,紫竹-鸡柳大人,-28.00,消费,28.00,餐饮
2022-11-23 23:55:13,浴室,-2.00,消费,2.00,浴室/开水
2022-11-23 11:05:11,玉兰食堂-烤盘饭,-8.71,消费,8.71,餐饮
2022-11-23 09:26:32,售电,-50.00,消费,50.00,生活服务
2022-11-23 15:58:44,补卡,-20.00,消费,20.00,补卡
2022-11-23 11:10:06,售电,-100.00,消费,100.00,生活服务
2022-11-23 21:23:18,开水,-2.00,消费,2.00,浴室/开水
2022-11-24 12:22:54,昌平校区-食堂,-31.45,消费,31.45,餐饮
2022-11-24 11:05:39,校医院,-26.30,消费,26.30,医疗
2022-11-25 19:34:41,紫竹-鸡柳大人,-25.04,消费,25.04,餐饮
2022-11-25 10:54:07,校医院,-29.63,消费,29.63,医疗
2022-11-25 10:57:23,校医院,-36.31,消费,36.31,医疗
2022-11-25 16:42:12,水吧-拿铁,-8.04,消费,8.04,饮品
2022-11-26 15:25:16,补卡,-20.00,消费,20.00,补卡
2022-11-26 14:29:10,水吧-拿铁,-15.90,消费,15.90,饮品
2022-11-26 09:24:14,售电,-20.00,消费,20.00,生活服务
2022-11-27 08:34:30,微信充值,100.00,充值,100.00,充值/转账
2022-11-27 12:11:44,昌平校区-食堂,-7.96,消费,7.96,餐饮
2022-11-27 19:32:08,紫竹-饺子,-29.53,消费,29.53,餐饮
2022-11-27 19:34:08,紫竹-饺子,-14.42,消费,14.42,餐饮
2022-11-28 21:08:17,开水,-2.00,消费,2.00,浴室/开水
2022-11-28 22:43:12,浴室,-2.00,消费,2.00,浴室/开水
2022-11-29 16:20:36,水吧-拿铁,-15.43,消费,15.43,饮品
2022-11-30 19:35:10,紫竹-民族餐厅,-20.31,消费,20.31,餐饮
2022-11-30 11:39:02,玉兰食堂-麻辣烫,-8.34,消费,8.34,餐饮
2022-12-01 19:04:11,紫竹-民族餐厅,-29.39,消费,29.39,餐饮
2022-12-02 11:14:28,玉兰食堂-烤盘饭,-23.94,消费,23.94,餐饮
2022-12-02 09:55:11,玉兰食堂-早餐,-21.45,消费,21.45,餐饮
2022-12-03 09:23:04,校医院,-14.88,消费,14.88,医疗
2022-12-03 06:07:03,玉兰食堂-早餐,-24.10,消费,24.10,餐饮
2022-12-03 19:19:58,紫竹-饺子,-25.48,消费,25.48,餐饮
2022-12-03 07:28:38,玉兰食堂-早餐,-34.70,消费,34.70,餐饮
2022-12-04 14:46:18,水吧-奶茶,-16.11,消费,16.11,饮品
2022-12-04 15:59:42,水吧-拿铁,-8.91,消费,8.91,饮品
2022-12-04 22:24:44,开水,-2.00,消费,2.00,浴室/开水
2022-12-04 16:50:51,补卡,-20.00,消费,20.00,补卡
2022-12-04 14:14:17,补卡,-20.00,消费,20.00,补卡
2022-12-04 15:19:25,水吧-奶茶,-9.33,消费,9.33,饮品
2022-12-05 15:29:32,补卡,-20.00,消费,20.00,补卡
2022-12-05 12:39:48,售电,-20.00,消费,20.00,生活服务
2022-12-05 12:10:22,售电,-20.00,消费,20.00,生活服务
2022-12-05 23:10:33,开水,-2.00,消费,2.00,浴室/开水
2022-12-06 20:30:32,紫竹-民族餐厅,-32.64,消费,32.64,餐饮
2022-12-06 12:15:22,昌平校区-食堂,-24.96,消费,24.96,餐饮
2022-12-06 19:40:07,紫竹-鸡柳大人,-14.00,消费,14.00,餐饮
2022-12-07 13:00:55,昌平校区-食堂,-18.68,消费,18.68,餐饮
2022-12-07 22:50:53,浴室,-2.00,消费,2.00,浴室/开水
2022-12-08 18:10:18,紫竹-民族餐厅,-26.32,消费,26.32,餐饮
2022-12-08 20:27:53,紫竹-鸡柳大人,-29.64,消费,29.64,餐饮
2022-12-08 10:09:26,网络缴费,50.00,充值,50.00,网络缴费
2022-12-09 10:27:24,校医院,-53.33,消费,53.33,医疗
2022-12-09 15:46:36,水吧-奶茶,-9.00,消费,9.00,饮品
2022-12-09 12:34:12,昌平校区-食堂,-19.78,消费,19.78,餐饮
2022-12-09 16:53:06,补卡,-20.00,消费,20.00,补卡
2022-12-10 12:56:49,玉兰食堂-烤盘饭,-18.88,消费,18.88,餐饮
2022-12-10 20:49:19,紫竹-鸡柳大人,-12.31,消费,12.31,餐饮
2022-12-10 14:23:06,水吧-拿铁,-14.48,消费,14.48,饮品
2022-12-10 21:41:10,开水,-2.00,消费,2.00,浴室/开水
2022-12-10 21:16:35,浴室,-2.00,消费,2.00,浴室/开水
2022-12-10 17:55:57,紫竹-鸡柳大人,-30.33,消费,30.33,餐饮
2022-12-11 08:05:16,玉兰食堂-早餐,-13.33,消费,13.33,餐饮
2022-12-11 22:16:00,开水,-2.00,消费,2.00,浴室/开水
2022-12-11 23:14:23,浴室,-2.00,消费,2.00,浴室/开水
2022-12-11 16:14:55,水吧-拿铁,-9.14,消费,9.14,饮品
2022-12-12 11:06:28,玉兰食堂-烤盘饭,-15.55,消费,15.55,餐饮
2022-12-12 21:14:13,开水,-2.00,消费,2.00,浴室/开水
2022-12-12 09:48:24,售电,-50.00,消费,50.00,生活服务
2022-12-14 09:26:04,微信充值,200.00,充值,200.00,充值/转账
2022-12-14 16:37:49,补卡,-20.00,消费,20.00,补卡
2022-12-14 23:11:52,开水,-2.00,消费,2.00,浴室/开水
2022-12-14 12:42:03,网络缴费,100.00,充值,100.00,网络缴费
2022-12-14 14:57:15,昌平校区-食堂,-33.63,消费,33.63,餐饮
2022-12-15 17:57:56,紫竹-鸡柳大人,-25.86,消费,25.86,餐饮
2022-12-15 09:16:40,网络缴费,50.00,充值,50.00,网络缴费
2022-12-15 22:53:12,开水,-2.00,消费,2.00,浴室/开水
2022-12-15 22:55:19,开水,-2.00,消费,2.00,浴室/开水
2022-12-15 10:41:25,网络缴费,100.00,充值,100.00,网络缴费
2022-12-16 13:28:46,玉兰食堂-烤盘饭,-6.64,消费,6.64,餐饮
2022-12-16 10:08:03,校医院,-30.25,消费,30.25,医疗
2022-12-16 08:18:19,玉兰食堂-早餐,-7.25,消费,7.25,餐饮
2022-12-17 17:41:04,紫竹-饺子,-8.66,消费,8.66,餐饮
2022-12-17 20:49:46,浴室,-2.00,消费,2.00,浴室/开水
2022-12-17 10:25:40,售电,-100.00,消费,100.00,生活服务
2022-12-17 09:33:29,网络缴费,50.00,充值,50.00,网络缴费
2022-12-18 23:28:24,浴室,-2.00,消费,2.00,浴室/开水
2022-12-19 09:30:41,微信充值,200.00,充值,200.00,充值/转账
2022-12-19 11:48:35,微信充值,100.00,充值,100.00,充值/转账
2022-12-19 14:41:28,水吧-奶茶,-13.86,消费,13.86,饮品
2022-12-19 15:24:48,水吧-奶茶,-9.53,消费,9.53,饮品
2022-12-19 16:33:10,水吧-奶茶,-9.53,消费,9.53,饮品
2022-12-19 10:57:53,网络缴费,200.00,充值,200.00,网络缴费
2022-12-20 13:26:05,水吧-拿铁,-13.61,消费,13.61,饮品
2022-12-20 14:50:19,玉兰食堂-麻辣烫,-25.24,消费,25.24,餐饮
2022-12-20 13:06:59,补卡,-20.00,消费,20.00,补卡
2022-12-20 20:45:52,紫竹-鸡柳大人,-14.74,消费,14.74,餐饮
2022-12-20 14:51:30,玉兰食堂-烤盘饭,-16.56,消费,16.56,餐饮
2022-12-21 13:35:12,水吧-拿铁,-16.15,消费,16.15,饮品
2022-12-21 07:26:28,玉兰食堂-早餐,-14.40,消费,14.40,餐饮
2022-12-21 15:03:36,水吧-奶茶,-11.13,消费,11.13,饮品
2022-12-22 20:03:55,紫竹-鸡柳大人,-14.85,消费,14.85,餐饮
2022-12-22 17:36:44,紫竹-鸡柳大人,-18.41,消费,18.41,餐饮
2022-12-22 13:18:11,昌平校区-食堂,-25.65,消费,25.65,餐饮
2022-12-23 15:19:35,补卡,-20.00,消费,20.00,补卡
2022-12-23 14:33:31,水吧-奶茶,-8.94,消费,8.94,饮品
2022-12-23 10:20:32,校医院,-32.66,消费,32.66,医疗
2022-12-24 22:23:15,浴室,-2.00,消费,2.00,浴室/开水
2022-12-24 11:38:57,网络缴费,100.00,充值,100.00,网络缴费
2022-12-24 16:16:52,水吧-拿铁,-17.43,消费,17.43,饮品
2022-12-25 18:35:00,紫竹-民族餐厅,-29.48,消费,29.48,餐饮
2022-12-25 08:11:23,玉兰食堂-早餐,-31.04,消费,31.04,餐饮
2022-12-25 15:11:45,水吧-奶茶,-11.99,消费,11.99,饮品
2022-12-25 19:06:11,紫竹-鸡柳大人,-25.16,消费,25.16,餐饮
2022-12-25 23:02:57,开水,-2.00,消费,2.00,浴室/开水
2022-12-26 14:27:12,昌平校区-食堂,-17.34,消费,17.34,餐饮
2022-12-27 23:42:36,浴室,-2.00,消费,2.00,浴室/开水
2022-12-28 11:24:09,微信充值,100.00,充值,100.00,充值/转账
2022-12-28 12:05:15,校医院,-7.75,消费,7.75,医疗
2022-12-28 07:56:50,玉兰食堂-早餐,-30.17,消费,30.17,餐饮
2022-12-28 17:19:38,水吧-奶茶,-12.75,消费,12.75,饮品
2022-12-28 10:42:11,售电,-100.00,消费,100.00,生活服务
2022-12-29 14:06:33,昌平校区-食堂,-15.76,消费,15.76,餐饮
2022-12-29 18:14:54,紫竹-民族餐厅,-26.79,消费,26.79,餐饮
2022-12-29 11:17:13,校医院,-27.70,消费,27.70,医疗
2022-12-30 08:14:24,微信充值,100.00,充值,100.00,充值/转账
2022-12-30 13:28:55,补卡,-20.00,消费,20.00,补卡
2022-12-30 08:14:25,微信充值,50.00,充值,50.00,充值/转账
2022-12-30 15:06:29,水吧-奶茶,-8.24,消费,8.24,饮品
2022-12-31 07:13:03,玉兰食堂-早餐,-19.00,消费,19.00,餐饮
2022-12-31 09:48:54,售电,-20.00,消费,20.00,生活服务
2022-12-31 14:52:25,玉兰食堂-烤盘饭,-21.94,消费,21.94,餐饮
2023-01-01 20:25:10,紫竹-民族餐厅,-13.71,消费,13.71,餐饮
2023-01-02 12:51:18,校医院,-74.14,消费,74.14,医疗
2023-01-02 09:23:32,校医院,-74.59,消费,74.59,医疗
2023-01-02 17:45:47,紫竹-鸡柳大人,-15.67,消费,15.67,餐饮
2023-01-02 16:49:33,水吧-奶茶,-17.37,消费,17.37,饮品
2023-01-03 16:29:29,补卡,-20.00,消费,20.00,补卡
2023-01-03 09:11:51,校医院,-56.65,消费,56.65,医疗
2023-01-03 18:43:57,紫竹-鸡柳大人,-27.54,消费,27.54,餐饮
2023-01-03 18:31:42,紫竹-民族餐厅,-9.94,消费,9.94,餐饮
2023-01-03 10:46:28,校医院,-76.21,消费,76.21,医疗
2023-01-04 17:04:04,紫竹-饺子,-11.06,消费,11.06,餐饮
2023-01-04 13:01:56,补卡,-20.00,消费,20.00,补卡
2023-01-04 23:32:05,开水,-2.00,消费,2.00,浴室/开水
2023-01-05 10:49:03,网络缴费,100.00,充值,100.00,网络缴费
2023-01-05 10:19:40,网络缴费,200.00,充值,200.00,网络缴费
2023-01-05 23:25:03,开水,-2.00,消费,2.00,浴室/开水
2023-01-06 09:27:12,校医院,-50.51,消费,50.51,医疗
2023-01-06 15:01:06,水吧-拿铁,-17.87,消费,17.87,饮品
2023-01-07 14:31:44,玉兰食堂-麻辣烫,-30.90,消费,30.90,餐饮
2023-01-07 23:53:06,开水,-2.00,消费,2.00,浴室/开水
2023-01-08 14:26:39,玉兰食堂-烤盘饭,-24.21,消费,24.21,餐饮
2023-01-09 09:24:06,玉兰食堂-早餐,-21.73,消费,21.73,餐饮
2023-01-09 21:25:42,开水,-2.00,消费,2.00,浴室/开水
2023-01-10 11:30:55,玉兰食堂-烤盘饭,-27.22,消费,27.22,餐饮
2023-01-10 20:38:56,浴室,-2.00,消费,2.00,浴室/开水
2023-01-10 11:52:30,网络缴费,50.00,充值,50.00,网络缴费
2023-01-10 15:24:06,水吧-拿铁,-13.77,消费,13.77,饮品
2023-01-10 20:21:19,浴室,-2.00,消费,2.00,浴室/开水
2023-01-11 16:36:51,水吧-拿铁,-17.14,消费,17.14,饮品
2023-01-11 14:35:40,玉兰食堂-烤盘饭,-19.34,消费,19.34,餐饮
2023-01-11 20:57:34,紫竹-民族餐厅,-14.81,消费,14.81,餐饮
2023-01-11 13:00:09,玉兰食堂-麻辣烫,-33.46,消费,33.46,餐饮
2023-01-12 12:41:10,玉兰食堂-麻辣烫,-6.90,消费,6.90,餐饮
2023-01-12 15:53:14,水吧-奶茶,-15.33,消费,15.33,饮品
2023-01-13 10:49:52,校医院,-76.58,消费,76.58,医疗
2023-01-13 18:56:24,紫竹-鸡柳大人,-18.74,消费,18.74,餐饮
2023-01-13 10:11:54,售电,-50.00,消费,50.00,生活服务
2023-01-13 22:01:33,浴室,-2.00,消费,2.00,浴室/开水
2023-01-13 17:07:10,水吧-奶茶,-8.52,消费,8.52,饮品
2023-01-13 14:43:59,玉兰食堂-烤盘饭,-30.23,消费,30.23,餐饮
2023-01-14 07:59:19,玉兰食堂-早餐,-17.01,消费,17.01,餐饮
2023-01-14 11:29:32,玉兰食堂-麻辣烫,-30.74,消费,30.74,餐饮
2023-01-14 20:52:07,紫竹-民族餐厅,-29.79,消费,29.79,餐饮
2023-01-15 12:14:57,昌平校区-食堂,-29.50,消费,29.50,餐饮
2023-01-15 11:52:16,玉兰食堂-烤盘饭,-31.15,消费,31.15,餐饮
2023-01-16 15:53:08,补卡,-20.00,消费,20.00,补卡
2023-01-16 19:25:43,紫竹-饺子,-26.48,消费,26.48,餐饮
2023-01-17 20:16:38,紫竹-民族餐厅,-13.99,消费,13.99,餐饮
2023-01-17 18:23:56,紫竹-饺子,-23.82,消费,23.82,餐饮
2023-01-18 11:19:49,玉兰食堂-烤盘饭,-11.85,消费,11.85,餐饮
2023-01-18 13:47:18,玉兰食堂-烤盘饭,-15.37,消费,15.37,餐饮
2023-01-19 14:28:06,补卡,-20.00,消费,20.00,补卡
2023-01-19 08:11:10,玉兰食堂-早餐,-17.66,消费,17.66,餐饮
2023-01-20 11:25:05,玉兰食堂-烤盘饭,-32.36,消费,32.36,餐饮
2023-01-20 18:03:55,紫竹-民族餐厅,-19.16,消费,19.16,餐饮
2023-01-21 12:01:25,网络缴费,50.00,充值,50.00,网络缴费
2023-01-21 10:50:27,校医院,-23.15,消费,23.15,医疗
2023-01-21 12:23:44,售电,-100.00,消费,100.00,生活服务
2023-01-22 08:18:47,玉兰食堂-早餐,-18.14,消费,18.14,餐饮
2023-01-22 18:28:18,紫竹-鸡柳大人,-18.67,消费,18.67,餐饮
2023-01-24 23:24:39,开水,-2.00,消费,2.00,浴室/开水
2023-01-24 06:36:28,玉兰食堂-早餐,-19.04,消费,19.04,餐饮
2023-01-25 11:16:25,网络缴费,100.00,充值,100.00,网络缴费
2023-01-25 18:49:41,紫竹-鸡柳大人,-20.56,消费,20.56,餐饮
2023-01-25 20:00:30,紫竹-饺子,-11.53,消费,11.53,餐饮
2023-01-26 12:35:40,校医院,-53.10,消费,53.10,医疗
2023-01-26 09:19:26,玉兰食堂-早餐,-25.14,消费,25.14,餐饮
2023-01-28 16:18:58,补卡,-20.00,消费,20.00,补卡
2023-01-29 22:11:58,开水,-2.00,消费,2.00,浴室/开水
2023-01-30 14:51:01,玉兰食堂-烤盘饭,-26.57,消费,26.57,餐饮
2023-01-31 17:53:55,水吧-奶茶,-11.74,消费,11.74,饮品
2023-01-31 14:29:26,昌平校区-食堂,-27.82,消费,27.82,餐饮
2023-02-01 06:14:19,玉兰食堂-早餐,-24.47,消费,24.47,餐饮
2023-02-01 09:23:36,微信充值,100.00,充值,100.00,充值/转账
2023-02-01 16:23:24,补卡,-20.00,消费,20.00,补卡
2023-02-02 18:33:07,紫竹-鸡柳大人,-8.00,消费,8.00,餐饮
2023-02-03 11:26:40,网络缴费,100.00,充值,100.00,网络缴费
2023-02-03 18:37:32,紫竹-饺子,-33.24,消费,33.24,餐饮
2023-02-04 11:24:20,网络缴费,200.00,充值,200.00,网络缴费
2023-02-04 23:02:31,开水,-2.00,消费,2.00,浴室/开水
2023-02-05 12:19:50,玉兰食堂-麻辣烫,-7.63,消费,7.63,餐饮
2023-02-05 07:49:19,玉兰食堂-早餐,-12.86,消费,12.86,餐饮
2023-02-06 16:34:04,补卡,-20.00,消费,20.00,补卡
2023-02-06 11:13:44,玉兰食堂-麻辣烫,-11.01,消费,11.01,餐饮
2023-02-06 09:33:52,玉兰食堂-早餐,-10.43,消费,10.43,餐饮
2023-02-07 19:14:07,紫竹-民族餐厅,-24.98,消费,24.98,餐饮
2023-02-07 11:02:55,玉兰食堂-麻辣烫,-20.13,消费,20.13,餐饮
2023-02-07 10:28:14,微信充值,200.00,充值,200.00,充值/转账
2023-02-08 15:10:52,水吧-奶茶,-12.68,消费,12.68,饮品
2023-02-08 15:48:51,补卡,-20.00,消费,20.00,补卡
2023-02-09 08:19:23,微信充值,100.00,充值,100.00,充值/转账
2023-02-09 15:06:35,水吧-奶茶,-14.39,消费,14.39,饮品
2023-02-09 12:53:20,校医院,-22.30,消费,22.30,医疗
2023-02-09 11:55:27,玉兰食堂-烤盘饭,-18.89,消费,18.89,餐饮
2023-02-09 11:14:36,售电,-50.00,消费,50.00,生活服务
2023-02-10 15:40:22,水吧-拿铁,-10.08,消费,10.08,饮品
2023-02-10 23:52:44,开水,-2.00,消费,2.00,浴室/开水
2023-02-10 08:36:56,微信充值,50.00,充值,50.00,充值/转账
2023-02-10 14:41:20,玉兰食堂-烤盘饭,-24.28,消费,24.28,餐饮
2023-02-10 22:27:50,开水,-2.00,消费,2.00,浴室/开水
2023-02-11 14:30:49,昌平校区-食堂,-34.50,消费,34.50,餐饮
2023-02-11 13:00:44,昌平校区-食堂,-19.68,消费,19.68,餐饮
2023-02-12 16:48:08,水吧-奶茶,-14.66,消费,14.66,饮品
2023-02-13 13:38:11,昌平校区-食堂,-21.52,消费,21.52,餐饮
2023-02-13 13:01:06,昌平校区-食堂,-17.55,消费,17.55,餐饮
2023-02-14 22:58:46,浴室,-2.00,消费,2.00,浴室/开水
2023-02-14 12:46:18,昌平校区-食堂,-11.02,消费,11.02,餐饮
2023-02-15 17:48:32,紫竹-民族餐厅,-14.80,消费,14.80,餐饮
2023-02-15 11:57:18,网络缴费,100.00,充值,100.00,网络缴费
2023-02-15 11:46:00,校医院,-54.38,消费,54.38,医疗
2023-02-15 15:49:12,水吧-拿铁,-10.29,消费,10.29,饮品
2023-02-15 11:01:46,网络缴费,200.00,充值,200.00,网络缴费
2023-02-16 22:00:32,浴室,-2.00,消费,2.00,浴室/开水
2023-02-16 15:07:40,水吧-奶茶,-10.12,消费,10.12,饮品
2023-02-17 20:37:59,紫竹-饺子,-13.25,消费,13.25,餐饮
2023-02-18 16:19:23,补卡,-20.00,消费,20.00,补卡
2023-02-18 13:39:50,玉兰食堂-麻辣烫,-18.20,消费,18.20,餐饮
2023-02-19 23:58:08,开水,-2.00,消费,2.00,浴室/开水
2023-02-20 15:06:15,水吧-拿铁,-14.08,消费,14.08,饮品
2023-02-20 14:44:33,水吧-拿铁,-8.34,消费,8.34,饮品
2023-02-21 23:55:31,开水,-2.00,消费,2.00,浴室/开水
2023-02-22 09:42:40,售电,-20.00,消费,20.00,生活服务
2023-02-22 16:30:12,水吧-拿铁,-13.18,消费,13.18,饮品
2023-02-23 08:31:09,玉兰食堂-早餐,-16.13,消费,16.13,餐饮
2023-02-23 17:09:55,紫竹-饺子,-20.99,消费,20.99,餐饮
2023-02-24 09:13:37,微信充值,200.00,充值,200.00,充值/转账
2023-02-25 23:50:25,开水,-2.00,消费,2.00,浴室/开水
2023-02-27 14:12:12,玉兰食堂-烤盘饭,-31.84,消费,31.84,餐饮
2023-02-27 20:47:14,紫竹-鸡柳大人,-28.45,消费,28.45,餐饮
2023-02-28 19:06:12,紫竹-鸡柳大人,-33.79,消费,33.79,餐饮
2023-02-28 11:26:06,校医院,-56.35,消费,56.35,医疗
2023-03-01 11:17:51,微信充值,100.00,充值,100.00,充值/转账
2023-03-01 11:53:01,校医院,-66.13,消费,66.13,医疗
2023-03-01 14:13:54,昌平校区-食堂,-11.15,消费,11.15,餐饮
2023-03-02 12:46:04,售电,-20.00,消费,20.00,生活服务
2023-03-02 06:01:33,玉兰食堂-早餐,-23.57,消费,23.57,餐饮
2023-03-02 23:38:42,开水,-2.00,消费,2.00,浴室/开水
2023-03-03 14:17:33,玉兰食堂-烤盘饭,-32.78,消费,32.78,餐饮
2023-03-03 13:13:47,玉兰食堂-麻辣烫,-9.96,消费,9.96,餐饮
2023-03-03 12:57:40,昌平校区-食堂,-10.25,消费,10.25,餐饮
2023-03-04 15:23:57,水吧-奶茶,-12.87,消费,12.87,饮品
2023-03-04 14:03:32,玉兰食堂-烤盘饭,-18.16,消费,18.16,餐饮
2023-03-05 14:31:49,玉兰食堂-麻辣烫,-26.17,消费,26.17,餐饮
2023-03-05 22:09:49,开水,-2.00,消费,2.00,浴室/开水
2023-03-05 09:56:59,微信充值,100.00,充值,100.00,充值/转账
2023-03-05 11:05:15,网络缴费,200.00,充值,200.00,网络缴费
2023-03-06 20:23:36,紫竹-鸡柳大人,-32.90,消费,32.90,餐饮
2023-03-06 18:13:08,紫竹-鸡柳大人,-34.68,消费,34.68,餐饮
2023-03-06 11:20:14,玉兰食堂-烤盘饭,-15.53,消费,15.53,餐饮
2023-03-07 11:30:55,玉兰食堂-麻辣烫,-32.70,消费,32.70,餐饮
2023-03-07 14:46:40,昌平校区-食堂,-14.75,消费,14.75,餐饮
2023-03-07 12:38:29,昌平校区-食堂,-22.09,消费,22.09,餐饮
2023-03-07 22:02:22,开水,-2.00,消费,2.00,浴室/开水
2023-03-08 13:07:46,昌平校区-食堂,-34.36,消费,34.36,餐饮
2023-03-08 14:46:47,昌平校区-食堂,-9.09,消费,9.09,餐饮
2023-03-08 10:41:03,校医院,-74.08,消费,74.08,医疗
2023-03-08 14:48:26,水吧-奶茶,-12.94,消费,12.94,饮品
2023-03-09 12:27:15,网络缴费,50.00,充值,50.00,网络缴费
2023-03-09 12:27:16,售电,-20.00,消费,20.00,生活服务
2023-03-10 11:05:28,售电,-100.00,消费,100.00,生活服务
2023-03-10 13:25:31,玉兰食堂-烤盘饭,-26.92,消费,26.92,餐饮
2023-03-10 14:37:07,补卡,-20.00,消费,20.00,补卡
2023-03-11 12:45:18,玉兰食堂-烤盘饭,-31.34,消费,31.34,餐饮
2023-03-11 15:58:03,补卡,-20.00,消费,20.00,补卡
2023-03-12 14:52:44,水吧-拿铁,-12.48,消费,12.48,饮品
2023-03-12 23:24:07,开水,-2.00,消费,2.00,浴室/开水
2023-03-12 14:55:50,水吧-拿铁,-15.98,消费,15.98,饮品
2023-03-12 09:37:52,售电,-50.00,消费,50.00,生活服务
2023-03-13 14:03:27,补卡,-20.00,消费,20.00,补卡
2023-03-13 11:28:42,昌平校区-食堂,-27.01,消费,27.01,餐饮
2023-03-13 22:06:44,开水,-2.00,消费,2.00,浴室/开水
2023-03-13 14:32:59,玉兰食堂-烤盘饭,-17.86,消费,17.86,餐饮
2023-03-13 18:13:36,紫竹-鸡柳大人,-18.75,消费,18.75,餐饮
2023-03-14 09:52:54,校医院,-37.97,消费,37.97,医疗
2023-03-14 19:46:04,紫竹-饺子,-34.04,消费,34.04,餐饮
2023-03-14 09:26:59,校医院,-13.31,消费,13.31,医疗
2023-03-15 09:20:35,校医院,-38.60,消费,38.60,医疗
2023-03-16 12:34:39,昌平校区-食堂,-31.05,消费,31.05,餐饮
2023-03-16 19:37:43,紫竹-民族餐厅,-13.39,消费,13.39,餐饮
2023-03-17 19:28:13,紫竹-民族餐厅,-13.60,消费,13.60,餐饮
2023-03-17 18:56:13,紫竹-饺子,-18.88,消费,18.88,餐饮
2023-03-17 10:48:19,校医院,-34.63,消费,34.63,医疗
2023-03-18 11:09:49,微信充值,100.00,充值,100.00,充值/转账
2023-03-18 09:52:58,售电,-50.00,消费,50.00,生活服务
2023-03-18 15:33:21,水吧-奶茶,-17.78,消费,17.78,饮品
2023-03-18 14:52:08,昌平校区-食堂,-34.45,消费,34.45,餐饮
2023-03-18 19:52:29,紫竹-民族餐厅,-34.96,消费,34.96,餐饮
2023-03-18 12:21:43,昌平校区-食堂,-11.14,消费,11.14,餐饮
2023-03-19 10:16:05,网络缴费,50.00,充值,50.00,网络缴费
2023-03-19 11:35:31,昌平校区-食堂,-29.86,消费,29.86,餐饮
2023-03-19 10:52:17,校医院,-78.93,消费,78.93,医疗
2023-03-20 09:47:56,售电,-100.00,消费,100.00,生活服务
2023-03-20 17:36:16,紫竹-鸡柳大人,-6.66,消费,6.66,餐饮
2023-03-21 10:31:34,网络缴费,100.00,充值,100.00,网络缴费
2023-03-21 12:19:16,校医院,-8.45,消费,8.45,医疗
2023-03-21 20:22:50,紫竹-鸡柳大人,-24.94,消费,24.94,餐饮
2023-03-22 20:47:12,浴室,-2.00,消费,2.00,浴室/开水
2023-03-22 11:39:05,校医院,-25.56,消费,25.56,医疗
2023-03-22 13:24:22,水吧-拿铁,-8.85,消费,8.85,饮品
2023-03-23 11:10:55,校医院,-23.58,消费,23.58,医疗
2023-03-24 21:36:55,浴室,-2.00,消费,2.00,浴室/开水
2023-03-24 18:23:32,紫竹-鸡柳大人,-6.89,消费,6.89,餐饮
2023-03-25 12:02:23,网络缴费,100.00,充值,100.00,网络缴费
2023-03-25 06:53:09,玉兰食堂-早餐,-24.86,消费,24.86,餐饮
2023-03-26 11:08:19,玉兰食堂-烤盘饭,-28.68,消费,28.68,餐饮
2023-03-26 20:32:43,浴室,-2.00,消费,2.00,浴室/开水
2023-03-26 20:34:42,紫竹-饺子,-24.82,消费,24.82,餐饮
2023-03-27 14:28:25,补卡,-20.00,消费,20.00,补卡
2023-03-27 18:08:35,紫竹-饺子,-14.79,消费,14.79,餐饮
2023-03-27 10:51:50,校医院,-35.28,消费,35.28,医疗
2023-03-28 08:29:55,玉兰食堂-早餐,-23.58,消费,23.58,餐饮
